StateAbbr,StateDesc,CityName,Low_Confidence_Limit,Data_Value,High_Confidence_Limit,PopulationCount
NY,New York,New York,8.0,8.9,10.1,4259
NY,New York,New York,11.0,12.3,13.8,4549
NY,New York,New York,11.5,13.2,15.1,6447
NY,New York,New York,10.4,11.7,13.0,2597
NY,New York,New York,17.7,19.6,21.5,3651
NY,New York,New York,11.3,12.4,13.4,6422
NY,New York,New York,12.8,14.1,15.3,2578
NY,New York,New York,16.1,18.0,19.7,2599
NY,New York,New York,13.1,14.5,15.9,3609
NY,New York,New York,9.7,10.9,12.5,3322
NY,New York,New York,14.4,15.8,17.3,5865
NY,New York,New York,13.9,15.4,17.0,3722
NY,New York,New York,15.5,16.8,18.3,6547
NY,New York,New York,13.0,14.1,15.2,2201
NY,New York,New York,12.3,13.2,14.2,1504
NY,New York,New York,8.4,9.7,11.5,1964
NY,New York,New York,8.6,11.2,14.4,72
NY,New York,New York,9.1,10.3,11.6,1142
NY,New York,New York,8.0,9.1,10.3,2867
NY,New York,New York,10.5,11.6,12.6,1643
NY,New York,New York,10.0,11.1,12.2,1210
NY,New York,New York,8.7,9.8,11.4,2596
NY,New York,New York,13.8,15.2,16.6,1623
NY,New York,New York,8.6,9.4,10.2,2670
NY,New York,New York,12.9,14.4,15.9,4730
NY,New York,New York,9.7,10.9,12.3,1607
NY,New York,New York,13.6,15.2,16.7,3822
NY,New York,New York,11.4,12.5,13.7,3855
NY,New York,New York,11.0,11.9,12.9,4024
NY,New York,New York,13.8,15.2,16.7,4196
NY,New York,New York,9.8,11.1,12.3,1351
NY,New York,New York,13.9,15.6,17.2,6617
NY,New York,New York,12.4,13.9,15.3,3426
NY,New York,New York,10.8,11.8,12.9,2581
NY,New York,New York,10.5,11.6,12.8,2519
NY,New York,New York,8.8,9.9,11.1,1818
NY,New York,New York,10.7,12.2,13.6,2220
NY,New York,New York,10.8,12.2,13.7,2655
NY,New York,New York,8.1,9.0,10.2,1595
NY,New York,New York,7.0,7.6,8.4,4799
NY,New York,New York,13.1,14.5,16.0,2615
NY,New York,New York,11.6,12.9,14.3,2788
NY,New York,New York,10.7,11.5,12.4,5714
NY,New York,New York,12.6,13.6,14.5,2458
NY,New York,New York,19.3,20.9,22.4,6956
NY,New York,New York,12.3,12.9,13.6,473
NY,New York,New York,12.0,13.2,14.4,6253
NY,New York,New York,10.7,12.4,14.4,4360
NY,New York,New York,13.2,14.1,15.1,6398
NY,New York,New York,8.2,9.1,10.1,4871
NY,New York,New York,12.8,14.1,15.5,5432
NY,New York,New York,10.2,11.3,12.4,5456
NY,New York,New York,12.9,14.3,15.6,4878
NY,New York,New York,10.8,12.2,13.7,2773
NY,New York,New York,14.1,15.8,17.3,6197
NY,New York,New York,15.1,16.7,18.3,3918
NY,New York,New York,14.6,16.1,17.7,3422
NY,New York,New York,12.1,13.1,14.1,3871
NY,New York,New York,9.3,10.2,11.2,3000
NY,New York,New York,12.2,13.5,14.8,4035
NY,New York,New York,8.0,9.2,10.7,2171
NY,New York,New York,12.2,13.6,15.0,1983
NY,New York,New York,12.5,13.3,14.1,4970
NY,New York,New York,8.4,9.3,10.5,1116
NY,New York,New York,9.4,10.6,11.9,3050
NY,New York,New York,7.9,8.9,9.8,914
NY,New York,New York,11.7,12.8,14.0,2551
NY,New York,New York,8.7,9.6,10.5,6401
NY,New York,New York,11.1,12.4,13.7,3878
NY,New York,New York,9.7,11.1,12.5,3252
NY,New York,New York,12.5,13.4,14.3,4136
NY,New York,New York,15.6,16.9,18.2,2957
NY,New York,New York,13.9,15.0,16.1,3914
NY,New York,New York,10.3,11.0,11.7,3492
NY,New York,New York,12.5,14.0,15.3,6887
NY,New York,New York,11.4,12.6,13.8,5583
NY,New York,New York,11.6,12.9,14.2,3477
NY,New York,New York,12.3,14.0,15.8,2374
NY,New York,New York,16.4,18.2,20.0,5823
NY,New York,New York,8.4,10.1,12.2,1130
NY,New York,New York,8.5,9.6,10.8,2759
NY,New York,New York,6.8,7.8,9.0,1875
NY,New York,New York,12.1,13.5,15.0,1937
NY,New York,New York,15.8,17.2,18.6,5701
NY,New York,New York,15.0,16.8,18.7,4015
NY,New York,New York,13.8,15.4,16.9,1305
NY,New York,New York,15.3,17.6,20.1,4590
NY,New York,New York,12.5,13.6,14.7,3250
NY,New York,New York,10.2,11.5,13.0,2853
NY,New York,New York,10.9,11.9,12.8,6649
NY,New York,New York,11.9,13.7,15.5,3336
NY,New York,New York,15.0,16.2,17.5,3437
NY,New York,New York,15.4,17.2,19.0,3303
NY,New York,New York,17.5,18.6,19.8,5987
NY,New York,New York,12.8,14.2,15.6,6250
NY,New York,New York,12.7,13.8,14.8,6418
NY,New York,New York,8.1,8.8,9.6,7709
NY,New York,New York,11.3,12.1,12.9,4574
NY,New York,New York,16.5,18.4,20.0,3834
NY,New York,New York,14.1,15.6,17.2,4478
NY,New York,New York,14.5,15.7,16.9,3013
NY,New York,New York,14.9,15.9,16.8,6427
NY,New York,New York,12.3,13.5,14.9,7409
NY,New York,New York,7.7,8.5,9.6,5028
NY,New York,New York,14.3,15.4,16.6,3752
NY,New York,New York,12.8,13.4,14.0,5766
NY,New York,New York,11.4,12.5,13.7,4786
NY,New York,New York,11.0,12.5,14.1,56
NY,New York,New York,10.8,11.7,12.7,2829
NY,New York,New York,13.8,14.9,16.0,2143
NY,New York,New York,19.1,20.7,22.3,7370
NY,New York,New York,10.4,11.4,12.6,4935
NY,New York,New York,7.4,8.2,9.5,4638
NY,New York,New York,10.5,11.6,12.6,4147
NY,New York,New York,11.5,12.6,13.7,1925
NY,New York,New York,11.4,12.4,13.5,2114
NY,New York,New York,13.8,14.8,16.0,5376
NY,New York,New York,11.9,12.8,13.8,2914
NY,New York,New York,10.6,12.0,13.6,2547
NY,New York,New York,11.4,12.4,13.3,1388
NY,New York,New York,18.2,19.9,21.7,3113
NY,New York,New York,14.3,15.4,16.6,2441
NY,New York,New York,17.9,19.8,21.7,3758
NY,New York,New York,8.7,9.7,10.8,1232
NY,New York,New York,8.1,9.1,10.1,4973
NY,New York,New York,10.8,11.6,12.4,3633
NY,New York,New York,10.0,11.4,12.8,1267
NY,New York,New York,12.5,14.5,16.4,3406
NY,New York,New York,10.9,11.7,12.6,5474
NY,New York,New York,8.3,9.6,11.0,6271
NY,New York,New York,10.0,10.9,12.0,3876
NY,New York,New York,14.6,15.7,16.7,894
NY,New York,New York,10.1,11.1,12.2,1349
NY,New York,New York,15.2,17.3,19.6,673
NY,New York,New York,13.7,14.7,15.9,4329
NY,New York,New York,11.3,12.9,14.6,2770
NY,New York,New York,15.9,17.1,18.4,7835
NY,New York,New York,12.1,13.3,14.6,2063
NY,New York,New York,14.5,15.7,16.8,6004
NY,New York,New York,13.7,15.4,17.0,3783
NY,New York,New York,15.0,16.7,18.5,3506
NY,New York,New York,13.4,14.6,15.8,3188
NY,New York,New York,12.7,14.0,15.2,8278
NY,New York,New York,10.0,11.2,12.4,1791
NY,New York,New York,7.2,7.9,8.8,2397
NY,New York,New York,11.3,12.9,14.5,3631
NY,New York,New York,11.8,13.1,14.6,5351
NY,New York,New York,12.6,14.0,15.4,2303
NY,New York,New York,13.0,14.6,16.2,2791
NY,New York,New York,8.9,9.9,10.8,1524
NY,New York,New York,11.3,11.9,12.6,7992
NY,New York,New York,14.8,17.0,19.2,2969
NY,New York,New York,11.9,12.9,13.9,5997
NY,New York,New York,12.3,13.6,14.9,1964
NY,New York,New York,10.2,11.4,13.1,3329
NY,New York,New York,15.3,17.5,20.7,3702
NY,New York,New York,11.3,12.6,13.9,1761
NY,New York,New York,13.4,14.9,16.2,2397
NY,New York,New York,12.7,13.6,14.4,2634
NY,New York,New York,11.9,12.7,13.4,3030
NY,New York,New York,13.6,15.3,17.1,3156
NY,New York,New York,9.9,11.2,12.7,1874
NY,New York,New York,13.4,14.8,16.3,4585
NY,New York,New York,14.2,15.9,17.5,4152
NY,New York,New York,11.9,13.2,14.5,6781
NY,New York,New York,10.3,11.2,12.2,2927
NY,New York,New York,12.2,13.0,13.9,2838
NY,New York,New York,7.5,8.3,9.3,4875
NY,New York,New York,7.6,8.4,9.5,12774
NY,New York,New York,8.9,10.0,11.0,3355
NY,New York,New York,9.2,10.7,12.2,3789
NY,New York,New York,11.8,13.1,14.6,3114
NY,New York,New York,8.6,9.7,10.8,3384
NY,New York,New York,12.8,14.7,16.6,5630
NY,New York,New York,11.7,13.0,14.4,1702
NY,New York,New York,9.9,11.2,12.6,1152
NY,New York,New York,13.4,14.4,15.4,1790
NY,New York,New York,16.1,18.0,19.7,1585
NY,New York,New York,12.5,13.6,14.7,2287
NY,New York,New York,19.2,22.4,25.4,6008
NY,New York,New York,18.0,19.5,21.0,5816
NY,New York,New York,10.7,12.1,13.5,1963
NY,New York,New York,12.5,13.7,14.9,3777
NY,New York,New York,10.9,12.5,14.2,2906
NY,New York,New York,7.6,8.1,8.9,4204
NY,New York,New York,12.0,13.7,15.2,2105
NY,New York,New York,9.4,10.2,10.9,1943
NY,New York,New York,10.4,11.3,12.3,5569
NY,New York,New York,8.0,9.0,10.3,8108
NY,New York,New York,12.8,13.8,14.9,4520
NY,New York,New York,13.1,14.2,15.4,1270
NY,New York,New York,7.2,7.7,8.4,155
NY,New York,New York,9.3,10.2,11.1,1706
NY,New York,New York,12.1,13.2,14.4,3163
NY,New York,New York,8.8,9.7,10.8,3408
NY,New York,New York,16.8,18.4,19.9,5853
NY,New York,New York,13.0,14.7,16.4,8729
NY,New York,New York,7.1,7.7,8.5,4462
NY,New York,New York,13.5,14.9,16.3,1846
NY,New York,New York,11.7,13.0,14.4,2061
NY,New York,New York,13.1,14.2,15.4,2897
NY,New York,New York,14.4,15.7,17.1,1028
NY,New York,New York,13.2,14.1,15.0,2333
NY,New York,New York,8.4,8.9,9.4,2455
NY,New York,New York,14.8,16.0,17.3,3598
NY,New York,New York,13.2,14.2,15.3,7296
NY,New York,New York,8.3,9.5,10.8,6507
NY,New York,New York,12.1,13.2,14.4,3915
NY,New York,New York,15.8,16.9,18.1,2437
NY,New York,New York,9.7,11.0,12.2,1381
NY,New York,New York,10.3,11.7,13.2,3258
NY,New York,New York,13.5,15.0,16.6,8300
NY,New York,New York,8.8,9.6,10.4,9572
NY,New York,New York,14.6,16.8,19.0,2886
NY,New York,New York,10.5,11.6,12.8,2852
NY,New York,New York,13.1,14.4,15.6,2879
NY,New York,New York,10.8,12.3,13.8,3786
NY,New York,New York,13.0,14.9,16.6,1672
NY,New York,New York,7.4,8.0,8.7,9350
NY,New York,New York,12.1,13.3,14.4,7414
NY,New York,New York,10.3,11.3,12.3,3504
NY,New York,New York,8.5,9.3,10.4,1445
NY,New York,New York,14.7,15.9,17.0,9943
NY,New York,New York,9.2,10.0,11.1,6304
NY,New York,New York,9.2,10.6,12.3,3057
NY,New York,New York,8.8,9.4,10.1,3791
NY,New York,New York,10.6,11.7,12.7,1797
NY,New York,New York,19.7,21.5,23.2,6814
NY,New York,New York,9.8,11.2,12.6,4815
NY,New York,New York,14.2,15.6,17.0,6863
NY,New York,New York,11.3,12.1,13.0,3572
NY,New York,New York,7.8,8.6,9.8,3537
NY,New York,New York,9.9,11.2,12.6,3806
NY,New York,New York,16.6,18.1,19.7,6733
NY,New York,New York,14.0,15.0,16.0,2834
NY,New York,New York,12.5,14.0,15.6,1742
NY,New York,New York,11.6,12.6,13.6,4552
NY,New York,New York,11.4,12.7,14.1,4321
NY,New York,New York,11.3,12.6,14.0,1837
NY,New York,New York,15.0,16.6,18.5,3845
NY,New York,New York,8.5,9.5,10.7,2242
NY,New York,New York,8.8,9.9,11.4,3564
NY,New York,New York,14.6,16.0,17.5,2157
NY,New York,New York,9.6,10.7,12.0,3487
NY,New York,New York,12.0,13.5,15.0,3106
NY,New York,New York,9.3,10.2,11.2,4551
NY,New York,New York,16.8,18.8,20.7,5685
NY,New York,New York,10.9,12.1,13.2,4255
NY,New York,New York,10.4,11.8,13.4,1703
NY,New York,New York,13.0,15.0,17.1,5113
NY,New York,New York,10.5,12.0,13.5,1166
NY,New York,New York,14.2,15.8,17.3,8207
NY,New York,New York,17.5,19.3,21.0,6123
NY,New York,New York,9.1,10.6,12.3,5263
NY,New York,New York,18.1,19.9,21.6,3413
NY,New York,New York,19.0,20.3,21.5,6865
NY,New York,New York,7.6,8.3,9.4,6564
NY,New York,New York,15.8,17.6,19.3,5461
NY,New York,New York,10.7,11.3,12.0,2794
NY,New York,New York,11.4,12.7,14.0,1949
NY,New York,New York,12.5,13.9,15.2,3550
NY,New York,New York,9.3,10.3,11.3,3566
NY,New York,New York,10.8,12.0,13.4,3712
NY,New York,New York,10.2,11.3,12.4,1141
NY,New York,New York,10.7,12.1,13.4,2075
NY,New York,New York,10.5,11.9,13.5,3106
NY,New York,New York,9.5,10.3,11.1,1116
NY,New York,New York,12.8,14.0,15.3,1344
NY,New York,New York,9.8,11.2,12.6,1558
NY,New York,New York,10.5,11.4,12.4,3604
NY,New York,New York,10.1,10.9,11.7,3760
NY,New York,New York,11.4,12.5,13.5,5223
NY,New York,New York,13.4,14.9,16.3,3669
NY,New York,New York,12.3,13.5,14.7,2298
NY,New York,New York,9.7,11.0,12.2,3320
NY,New York,New York,7.9,8.8,10.1,4864
NY,New York,New York,8.7,9.6,10.6,4210
NY,New York,New York,12.7,14.2,15.6,2321
NY,New York,New York,14.5,16.3,18.1,2371
NY,New York,New York,8.8,9.7,11.1,8090
NY,New York,New York,12.9,12.9,13.0,8175133
NY,New York,New York,12.3,13.6,14.8,2746
NY,New York,New York,12.5,13.5,14.5,4648
NY,New York,New York,9.6,11.1,12.6,3065
NY,New York,New York,12.9,14.1,15.3,2813
NY,New York,New York,15.3,16.6,17.8,3441
NY,New York,New York,11.4,12.4,13.4,7628
NY,New York,New York,13.1,14.0,14.9,1268
NY,New York,New York,11.8,13.0,14.2,4090
NY,New York,New York,9.0,10.2,11.6,1524
NY,New York,New York,11.3,12.5,13.7,8660
NY,New York,New York,13.7,14.5,15.3,3147
NY,New York,New York,9.1,10.8,13.0,2645
NY,New York,New York,10.9,12.3,13.7,1413
NY,New York,New York,12.4,13.8,15.4,3393
NY,New York,New York,11.5,12.8,14.2,3641
NY,New York,New York,9.8,11.4,12.8,1495
NY,New York,New York,16.2,17.6,19.1,3769
NY,New York,New York,11.4,12.8,14.1,4205
NY,New York,New York,8.5,9.4,10.5,5126
NY,New York,New York,13.2,14.3,15.4,6194
NY,New York,New York,10.1,11.4,13.1,2632
NY,New York,New York,13.6,14.8,16.0,5420
NY,New York,New York,9.5,10.6,11.7,2657
NY,New York,New York,11.7,13.2,14.7,1717
NY,New York,New York,13.7,14.9,16.2,2950
NY,New York,New York,9.5,10.7,12.1,5340
NY,New York,New York,11.3,12.1,13.0,1732
NY,New York,New York,16.2,17.5,18.9,6948
NY,New York,New York,9.6,10.6,11.7,3512
NY,New York,New York,10.7,12.3,14.2,5089
NY,New York,New York,14.8,15.9,16.9,3236
NY,New York,New York,13.4,15.1,16.7,2093
NY,New York,New York,12.2,13.6,15.1,1896
NY,New York,New York,16.0,17.2,18.3,3058
NY,New York,New York,12.9,14.0,15.2,3305
NY,New York,New York,12.0,13.5,15.2,8196
NY,New York,New York,11.3,12.5,13.8,5953
NY,New York,New York,8.6,9.8,11.3,8939
NY,New York,New York,12.0,13.0,14.0,4167
NY,New York,New York,12.1,13.1,14.3,3495
NY,New York,New York,8.3,8.9,9.6,390
NY,New York,New York,10.4,11.6,13.0,3054
NY,New York,New York,10.5,11.8,13.3,2362
NY,New York,New York,17.8,18.7,19.7,8143
NY,New York,New York,11.3,12.3,13.5,3637
NY,New York,New York,12.0,13.1,14.3,4334
NY,New York,New York,11.4,12.9,14.3,2052
NY,New York,New York,12.7,13.7,14.6,3918
NY,New York,New York,9.3,10.5,11.8,2601
NY,New York,New York,14.0,15.6,17.2,4604
NY,New York,New York,12.7,13.6,14.6,1752
NY,New York,New York,11.0,12.0,13.1,8306
NY,New York,New York,10.8,11.6,12.4,3402
NY,New York,New York,13.0,14.0,15.0,4348
NY,New York,New York,10.6,11.6,12.6,1486
NY,New York,New York,12.0,13.2,14.5,1525
NY,New York,New York,13.6,14.8,16.0,4700
NY,New York,New York,17.6,19.2,20.8,3265
NY,New York,New York,14.2,15.7,17.2,6382
NY,New York,New York,15.0,16.3,17.6,5388
NY,New York,New York,8.3,9.2,10.4,4240
NY,New York,New York,11.4,12.6,13.8,5304
NY,New York,New York,10.4,11.3,12.3,2124
NY,New York,New York,13.0,14.4,15.9,2248
NY,New York,New York,10.1,11.4,13.0,4492
NY,New York,New York,12.7,14.4,16.2,1129
NY,New York,New York,14.2,15.7,17.1,6499
NY,New York,New York,11.0,11.8,12.6,3203
NY,New York,New York,9.9,11.4,13.1,3042
NY,New York,New York,14.4,15.9,17.4,3094
NY,New York,New York,10.0,11.3,12.8,2552
NY,New York,New York,9.3,10.1,11.1,6928
NY,New York,New York,10.4,11.1,11.9,3363
NY,New York,New York,8.3,9.1,9.9,3836
NY,New York,New York,16.0,17.7,19.5,2579
NY,New York,New York,15.2,16.5,17.8,3155
NY,New York,New York,16.2,18.0,19.8,3677
NY,New York,New York,15.1,16.6,18.2,6802
NY,New York,New York,9.1,10.1,11.5,8554
NY,New York,New York,13.9,15.3,16.7,2426
NY,New York,New York,10.9,12.2,13.5,2412
NY,New York,New York,16.5,17.4,18.3,1712
NY,New York,New York,11.7,12.9,14.2,3458
NY,New York,New York,11.9,13.1,14.3,5333
NY,New York,New York,9.0,10.2,12.0,4319
NY,New York,New York,13.1,14.6,16.1,10149
NY,New York,New York,13.4,14.3,15.2,2628
NY,New York,New York,11.2,12.5,13.9,1416
NY,New York,New York,12.4,13.7,15.0,1818
NY,New York,New York,11.8,13.1,14.5,5451
NY,New York,New York,12.9,14.3,15.7,5495
NY,New York,New York,12.6,14.0,15.4,2454
NY,New York,New York,7.9,8.8,10.1,3008
NY,New York,New York,13.0,14.3,15.7,2691
NY,New York,New York,10.0,11.4,12.9,4412
NY,New York,New York,14.9,16.8,18.5,5451
NY,New York,New York,11.6,12.9,14.3,8583
NY,New York,New York,9.9,10.7,11.6,6232
NY,New York,New York,9.8,11.1,12.9,5345
NY,New York,New York,9.8,10.7,11.6,4494
NY,New York,New York,7.8,8.6,9.6,4056
NY,New York,New York,14.5,16.4,18.0,4790
NY,New York,New York,10.8,12.7,15.4,3040
NY,New York,New York,13.0,14.5,16.1,2089
NY,New York,New York,11.9,12.8,13.7,2690
NY,New York,New York,8.9,10.1,11.3,8197
NY,New York,New York,13.0,14.0,15.1,2054
NY,New York,New York,10.8,11.8,12.7,2367
NY,New York,New York,11.1,12.0,12.9,2743
NY,New York,New York,8.2,9.1,10.0,3341
NY,New York,New York,7.9,8.9,10.0,3005
NY,New York,New York,9.1,10.2,11.7,4976
NY,New York,New York,13.2,15.1,17.2,3706
NY,New York,New York,13.7,15.3,16.8,5732
NY,New York,New York,13.8,15.3,16.7,4204
NY,New York,New York,11.8,13.3,14.8,3128
NY,New York,New York,8.3,9.1,10.2,5401
NY,New York,New York,13.3,14.5,15.8,4792
NY,New York,New York,8.9,9.9,10.8,1236
NY,New York,New York,13.6,14.8,16.0,12998
NY,New York,New York,14.0,15.2,16.5,7112
NY,New York,New York,15.3,17.0,18.6,3905
NY,New York,New York,10.4,11.6,13.2,3498
NY,New York,New York,7.4,8.1,9.0,6471
NY,New York,New York,15.7,17.3,18.8,7466
NY,New York,New York,11.2,13.1,15.5,6612
NY,New York,New York,12.5,14.1,15.7,5283
NY,New York,New York,8.0,8.7,9.8,4949
NY,New York,New York,10.8,11.8,12.9,3395
NY,New York,New York,12.8,13.9,15.1,4463
NY,New York,New York,8.5,9.4,10.8,16538
NY,New York,New York,7.6,8.3,9.3,1076
NY,New York,New York,14.6,15.8,17.1,3587
NY,New York,New York,8.3,9.3,10.5,4116
NY,New York,New York,7.9,8.5,9.3,7904
NY,New York,New York,12.4,14.2,16.1,2441
NY,New York,New York,10.8,12.3,13.7,2160
NY,New York,New York,13.8,15.4,16.9,3946
NY,New York,New York,11.7,12.9,14.2,3314
NY,New York,New York,15.4,17.1,18.7,2017
NY,New York,New York,8.3,9.0,9.9,6624
NY,New York,New York,10.5,11.4,12.4,5546
NY,New York,New York,7.9,8.8,10.0,9623
NY,New York,New York,10.3,11.4,12.4,2341
NY,New York,New York,11.9,12.8,13.6,3368
NY,New York,New York,12.0,12.8,13.7,2374
NY,New York,New York,11.7,13.1,14.4,4968
NY,New York,New York,16.2,17.6,19.1,6911
NY,New York,New York,12.8,14.0,15.3,5758
NY,New York,New York,15.4,17.0,18.7,5466
NY,New York,New York,10.0,11.2,12.4,4527
NY,New York,New York,11.2,12.3,13.6,1755
NY,New York,New York,11.1,12.6,14.2,2443
NY,New York,New York,13.8,15.3,16.8,3507
NY,New York,New York,10.0,11.0,12.0,2180
NY,New York,New York,9.9,11.3,13.0,2910
NY,New York,New York,14.2,15.4,16.6,5675
NY,New York,New York,14.0,15.7,17.4,5236
NY,New York,New York,13.4,15.1,16.9,1246
NY,New York,New York,9.5,11.2,13.4,1655
NY,New York,New York,10.7,12.2,13.6,5322
NY,New York,New York,11.5,12.5,13.6,3881
NY,New York,New York,12.6,14.2,16.0,1117
NY,New York,New York,11.4,13.1,14.8,1556
NY,New York,New York,9.7,11.2,12.7,1666
NY,New York,New York,15.1,16.3,17.4,4869
NY,New York,New York,12.9,14.3,15.8,3465
NY,New York,New York,13.3,15.0,16.8,4010
NY,New York,New York,17.0,18.5,20.0,5685
NY,New York,New York,12.5,14.0,15.7,2644
NY,New York,New York,12.9,14.0,15.1,3984
NY,New York,New York,11.8,13.2,14.9,3508
NY,New York,New York,15.3,16.1,17.0,1053
NY,New York,New York,12.0,13.1,14.2,2630
NY,New York,New York,11.4,12.8,14.4,5823
NY,New York,New York,13.3,14.7,16.2,2359
NY,New York,New York,14.4,15.8,17.2,3783
NY,New York,New York,14.0,16.0,17.9,10292
NY,New York,New York,16.1,17.3,18.5,6996
NY,New York,New York,8.7,9.5,10.5,4743
NY,New York,New York,11.0,12.4,13.9,1739
NY,New York,New York,13.8,14.9,15.9,3968
NY,New York,New York,10.8,11.7,12.7,3461
NY,New York,New York,15.7,17.5,19.2,8106
NY,New York,New York,10.8,12.1,13.4,3849
NY,New York,New York,8.8,10.0,11.7,2327
NY,New York,New York,10.6,11.4,12.2,1452
NY,New York,New York,12.9,14.4,15.9,5368
NY,New York,New York,17.3,18.8,20.4,2403
NY,New York,New York,7.7,8.4,9.5,5036
NY,New York,New York,10.9,12.0,13.2,4115
NY,New York,New York,10.8,11.3,11.8,6197
NY,New York,New York,11.6,12.8,14.2,3090
NY,New York,New York,13.6,14.8,16.0,1264
NY,New York,New York,13.6,15.2,16.8,4033
NY,New York,New York,9.4,10.6,12.0,1656
NY,New York,New York,12.1,13.5,14.9,3256
NY,New York,New York,12.6,13.2,14.0,1355
NY,New York,New York,13.5,15.3,17.1,5068
NY,New York,New York,9.5,10.9,12.4,4227
NY,New York,New York,13.4,15.0,16.7,2647
NY,New York,New York,10.5,11.2,12.0,2706
NY,New York,New York,8.8,9.7,10.7,4241
NY,New York,New York,14.2,14.8,15.4,3278
NY,New York,New York,9.8,11.1,12.6,10064
NY,New York,New York,11.8,13.2,14.5,6317
NY,New York,New York,13.1,14.6,16.1,1864
NY,New York,New York,11.5,13.3,15.2,428
NY,New York,New York,15.1,16.7,18.1,5337
NY,New York,New York,12.2,13.3,14.5,2414
NY,New York,New York,9.1,10.3,11.8,3580
NY,New York,New York,18.0,20.2,22.4,4939
NY,New York,New York,16.1,18.3,20.6,4458
NY,New York,New York,12.9,14.2,15.5,3568
NY,New York,New York,12.3,13.7,15.3,3933
NY,New York,New York,12.6,14.0,15.8,2880
NY,New York,New York,8.3,9.2,10.4,8391
NY,New York,New York,15.6,16.6,17.7,1330
NY,New York,New York,15.8,17.7,19.4,6051
NY,New York,New York,11.5,12.7,14.0,3083
NY,New York,New York,14.4,15.4,16.3,1900
NY,New York,New York,9.3,10.6,11.9,7055
NY,New York,New York,9.3,10.5,12.1,327
NY,New York,New York,11.4,12.4,13.4,5598
NY,New York,New York,14.3,15.5,16.9,4386
NY,New York,New York,12.1,13.2,14.5,3058
NY,New York,New York,9.1,9.9,10.8,3386
NY,New York,New York,18.7,20.1,21.6,4933
NY,New York,New York,10.5,11.5,12.5,2252
NY,New York,New York,12.6,13.6,14.7,3694
NY,New York,New York,11.7,13.1,14.6,2606
NY,New York,New York,10.8,12.0,13.3,2747
NY,New York,New York,10.8,11.8,12.8,3991
NY,New York,New York,14.4,15.1,16.0,3822
NY,New York,New York,17.3,19.1,20.9,5047
NY,New York,New York,14.2,15.7,17.1,5103
NY,New York,New York,8.6,9.3,10.3,10590
NY,New York,New York,12.5,14.0,15.4,4643
NY,New York,New York,13.8,14.9,16.0,2600
NY,New York,New York,7.9,8.7,9.6,3749
NY,New York,New York,12.9,14.6,16.3,2464
NY,New York,New York,15.8,17.3,18.9,2423
NY,New York,New York,8.0,8.8,9.9,6380
NY,New York,New York,13.6,15.0,16.4,5065
NY,New York,New York,8.0,9.0,10.1,1434
NY,New York,New York,10.6,11.6,12.7,2010
NY,New York,New York,17.6,19.2,20.7,1470
NY,New York,New York,10.5,11.7,12.9,4301
NY,New York,New York,10.6,11.7,12.9,2528
NY,New York,New York,7.7,8.7,9.8,3892
NY,New York,New York,7.8,8.7,9.9,4790
NY,New York,New York,10.4,11.5,12.7,4425
NY,New York,New York,20.0,22.7,25.4,4348
NY,New York,New York,11.1,11.9,12.6,2030
NY,New York,New York,13.2,14.9,16.5,1101
NY,New York,New York,9.9,11.0,12.2,8887
NY,New York,New York,10.0,11.3,12.8,3907
NY,New York,New York,18.0,19.4,20.8,7571
NY,New York,New York,11.9,12.7,13.5,1783
NY,New York,New York,12.7,13.7,14.6,4683
NY,New York,New York,11.7,13.0,14.3,2644
NY,New York,New York,13.2,14.0,14.9,1487
NY,New York,New York,7.5,8.4,9.5,2863
NY,New York,New York,9.2,10.5,12.5,8651
NY,New York,New York,17.2,19.0,20.9,3587
NY,New York,New York,14.6,16.2,17.9,7476
NY,New York,New York,10.6,11.6,12.7,1206
NY,New York,New York,10.1,11.4,12.6,3193
NY,New York,New York,9.3,10.9,12.6,1989
NY,New York,New York,11.6,13.2,14.8,6664
NY,New York,New York,11.5,12.8,14.2,2124
NY,New York,New York,13.6,15.0,16.4,1978
NY,New York,New York,13.2,14.2,15.2,1663
NY,New York,New York,10.3,11.8,13.6,3853
NY,New York,New York,8.7,9.9,11.5,1753
NY,New York,New York,9.7,10.5,11.4,3277
NY,New York,New York,15.9,17.4,18.9,5565
NY,New York,New York,16.5,18.2,19.9,6356
NY,New York,New York,13.5,14.9,16.2,1984
NY,New York,New York,11.0,12.0,13.0,5440
NY,New York,New York,8.1,8.9,10.0,3543
NY,New York,New York,10.6,12.0,13.4,1978
NY,New York,New York,14.9,15.9,16.9,3818
NY,New York,New York,11.2,12.4,13.7,7245
NY,New York,New York,7.4,8.1,8.8,4678
NY,New York,New York,18.9,20.8,22.8,2838
NY,New York,New York,7.6,8.2,9.1,10751
NY,New York,New York,11.4,12.7,14.0,2377
NY,New York,New York,12.1,13.3,14.6,5771
NY,New York,New York,19.7,21.2,22.7,8008
NY,New York,New York,13.7,15.3,16.8,4033
NY,New York,New York,11.8,12.6,13.3,1772
NY,New York,New York,13.4,14.9,16.6,5094
NY,New York,New York,10.7,12.1,13.6,7021
NY,New York,New York,7.8,8.4,9.3,7813
NY,New York,New York,11.3,12.3,13.3,3619
NY,New York,New York,13.1,14.5,16.1,1165
NY,New York,New York,15.3,17.1,18.6,4677
NY,New York,New York,10.5,11.4,12.5,5267
NY,New York,New York,11.4,12.7,14.1,7337
