State_Name,State_ab,Median,Stdev,ALand,AWater
South Carolina,SC,101820,87846.82763449139,15362950.5,2045825.5
Wisconsin,WI,121451,90831.0489677657,4146136.3333333335,30049.666666666668
Washington,WA,250000,85772.933428623,17117119.2,1522694.2
Texas,TX,97140,109770.31580176401,6989264.0,12572.0
Texas,TX,238903,52845.4789399054,112090783.33333333,4673622.333333333
Illinois,IL,77468,78278.27288093821,3692046.0,0.0
Massachusetts,MA,120575,148214.491562105,25798865.0,592945.0
Louisiana,LA,107860,136915.67570624402,11603115.0,24303.0
Wisconsin,WI,249132,208306.862917359,3260975.0,0.0
New Jersey,NJ,113770,144458.86548960002,14162656.0,4528732.0
California,CA,124551,173903.797321489,17080884.0,25477.0
Maryland,MD,189305,185820.19825119,71035601.0,3540310.0
Virginia,VA,87473,87419.0106067001,832102.0,1062.0
New York,NY,118249,125589.978218724,9175655.0,123404.0
West Virginia,WV,68599,61603.6174595251,5747231.5,33701.5
Oklahoma,OK,72366,74860.5709690737,720846.5,344.5
Texas,TX,300000,30406.761644284903,805187.0,0.0
Mississippi,MS,75674,90498.8608367875,5822837.0,49973.0
Iowa,IA,88303,116779.738084029,6345496.0,87634.0
Washington,WA,300000,1747.1394085166698,15906993.0,10108.0
California,CA,161313,165668.190181848,101679341.0,60418.0
Georgia,GA,88866,110305.711663282,21510421.0,1374970.0
Oklahoma,OK,217447,67741.9705294031,33297149.25,990935.0
Oklahoma,OK,82540,51502.6971470791,6839675.333333333,14377.0
Kentucky,KY,71685,79320.7698255994,3044163.0,4945.0
Wisconsin,WI,101590,99297.5110725665,3674624.285714286,17570.428571428572
New York,NY,300000,98026.7064320318,300502.0,0.0
Pennsylvania,PA,300000,22977.7873653085,3461646.3333333335,13157.666666666666
Tennessee,TN,250000,64619.60977983059,21460011.75,38224.25
New York,NY,89384,81641.001973525,3703611.5,55926.0
Iowa,IA,101027,136390.564796064,12128962.0,45774.0
Maryland,MD,118546,148159.562301191,7107003.0,6498.0
Ohio,OH,57823,70944.3396641774,892253.0,262.5
Puerto Rico,PR,21622,109998.924541809,1942319.0,0.0
Texas,TX,218860,45449.827019951605,1846606.8,23145.8
Missouri,MO,79080,103898.890418917,2893457.0,1726.0
Wyoming,WY,300000,90573.99180429551,7940415.875,191499.75
Texas,TX,186920,48028.8047072318,30032252.5,7323.0
Puerto Rico,PR,11331,18415.5419932653,4242241.0,0.0
Puerto Rico,PR,14584,98471.73145255391,3870980.0,759902.0
California,CA,85488,72798.76383485169,18888597.0,216496.0
Puerto Rico,PR,6986,10090.9571864526,802453.0,5544.0
Colorado,CO,66118,9547.98844190869,1436503.0,0.0
North Carolina,NC,58025,94175.2290909642,11271243.0,0.0
California,CA,300000,7858.46285543511,12098033.0,1875.3333333333333
Puerto Rico,PR,15935,31598.5148330448,2640861.5,1817.5
South Carolina,SC,96437,49756.1918874571,1704315.0,0.0
Iowa,IA,300000,59782.74738650861,635742.0,0.0
Minnesota,MN,60300,82309.6635555335,5929090.0,11677.0
Arizona,AZ,55101,9214.7210643271,12802674.0,0.0
Alaska,AK,91988,73530.6331829075,20126284.0,6322185.0
Alaska,AK,60912,64226.507214355,5428315.0,2623471.0
Illinois,IL,300000,36272.1050843277,689056.0,12321.0
Pennsylvania,PA,105389,90780.4438720859,10895216.5,602501.75
Florida,FL,94671,135967.476583469,91475409.0,978850.0
Alaska,AK,57524,66108.5294568656,76485032.0,26008972.0
California,CA,182502,181275.111057298,27045458.0,32778370.0
Texas,TX,300000,74858.4042866932,22323005.0,23422.333333333332
New Mexico,NM,77136,31430.7746288202,32512622.0,415218.0
Colorado,CO,68226,56385.342201565996,8396562.0,0.0
Michigan,MI,67591,54048.7516681012,1589305.0,0.0
Texas,TX,58215,106537.69103388401,4889136.0,8530.0
Wisconsin,WI,300000,99999.8859430751,18748897.4375,869706.75
North Carolina,NC,83850,26005.9640947008,29266536.0,173918.0
Illinois,IL,120650,131211.879548985,2190336.0,0.0
Minnesota,MN,105804,64350.1413595315,11856243.0,1616154.3333333333
Virginia,VA,105503,161854.254108718,5518513.0,34178.0
Montana,MT,41049,55806.5301131695,1417474.0,68170.0
New York,NY,248774,220535.30472982602,2407481.0,0.0
Alabama,AL,85168,113147.596969836,68731806.0,258708.0
Iowa,IA,87959,108832.49185422699,8252356.0,0.0
Wyoming,WY,45421,47063.9605926184,379871.0,0.0
Pennsylvania,PA,87979,99981.30563843712,3482423.8333333335,8807.833333333334
Pennsylvania,PA,130092,51257.104921751394,11268953.0,167412.5
New Mexico,NM,300000,83416.3622947907,136243452.75,1183808.0
Vermont,VT,82129,26671.457831572203,1651646.0,0.0
Iowa,IA,100374,115452.49480772301,2119208.0,6646.0
Pennsylvania,PA,300000,113071.643864171,1830914.0,1738.0
South Dakota,SD,82756,116190.140612027,857038.0,0.0
South Carolina,SC,42819,40062.8574945064,11781569.0,55536.0
New York,NY,300000,93358.896224057,3204131.6666666665,15036.333333333334
Montana,MT,62921,107492.334755622,2459279.0,0.0
West Virginia,WV,82939,34063.0057216529,2304452.0,157686.0
Texas,TX,200604,190486.16912088302,5958208.75,61419.25
Oklahoma,OK,84009,104632.47433128,17273082.0,0.0
North Dakota,NY,300000,95915.9633405161,2417088.0,11404.5
Alabama,AL,300000,56555.3816687312,11875851.0,58640.0
Virginia,VA,300000,92828.3528811165,9311559.5625,461202.3125
Illinois,IL,86940,72287.1489908345,907954.0,0.0
Maine,ME,108396,167884.931641044,10173804.0,77545.0
New Mexico,NM,108502,62205.359230047405,18389893.0,781796.0
Michigan,MI,90222,111717.72597488199,5553822.0,2155250.0
Illinois,IL,162592,170454.29405976,31735947.0,460610.0
Texas,TX,300000,32071.8446759475,12303770.0,511913.3333333333
Alabama,AL,257436,9252.83949491744,643301.0,5653.5
Pennsylvania,PA,68085,82153.2347724084,10868132.0,1040304.0
Alaska,AK,50916,41361.7377582488,6350272.0,978129.0
New Jersey,NJ,173005,176826.68235357897,7728632.0,23289.0
Tennessee,TN,85272,109014.478756408,10094371.0,0.0
Michigan,MI,68579,70066.2335163095,9964199.0,1072087.0
Iowa,IA,300000,136950.251242499,6995552.0,0.0
Texas,TX,197985,56223.136061262194,11676797.57142857,46944.0
South Carolina,SC,300000,70940.5710294251,15341487.2,511964.8
California,CA,49257,68253.1533813549,8035084.0,0.0
Wisconsin,WI,75565,68393.7210678246,3744452.0,0.0
Pennsylvania,PA,194108,188811.709783686,5529671.0,139677.5
Ohio,OH,300000,55477.881007903496,10025672.0,41244.5
Iowa,IA,93828,150643.43820490802,6070530.5,0.0
Pennsylvania,PA,167464,175643.674681036,35880094.0,0.0
New Jersey,NJ,123670,140177.827616933,17738569.0,656375.0
Wisconsin,WI,104990,86599.1554040532,5772939.444444444,859716.8888888889
Wisconsin,WI,80443,85603.345233085,3000694.0,0.0
Wisconsin,WI,73619,63818.8466457296,2957604.0,0.0
Washington,WA,79122,60845.729624597,864561.0,0.0
Wisconsin,WI,100686,76086.4828722531,5857180.333333333,8697.666666666666
Michigan,MI,68313,85167.2888306119,12788671.0,899883.0
Illinois,IL,300000,79761.7556426434,832343.0,0.0
Georgia,GA,200613,191212.144734053,69668492.0,956380.0
Utah,UT,209621,58495.3066117551,28906207.5,5860.75
Illinois,IL,93062,103596.83796033199,16900206.0,259691.0
California,CA,300000,191076.199991532,3854074.5,8711.5
Utah,UT,142470,156820.356407636,2683610.6666666665,19520.666666666668
Florida,FL,87558,121302.06780625599,23406534.0,1639508.0
Missouri,MO,75311,69784.2778608709,2718984.0,0.0
Arkansas,AR,78471,68562.5511247371,3207833.0,94269.0
Virginia,VA,300000,94548.2676295699,21158649.333333332,1146428.0
Wisconsin,WI,113016,50626.7541145805,8899174.8,168810.8
California,CA,300000,87444.8599694323,5371091.0,42809.5
Oklahoma,OK,75636,96607.0540235237,47585963.0,521227.0
Oklahoma,OK,140774,160816.475412384,24694460.5,1083877.5
Texas,TX,77359,92960.9861519658,10753671.0,1923701.0
Texas,TX,118351,50688.6177348304,34499494.5,87639.0
Texas,TX,105922,105314.982222936,3944170.0,0.0
Montana,MT,300000,47873.0364291322,1330357.0,0.0
Ohio,OH,81073,73439.7484928189,777903.0,0.0
Texas,TX,220209,198825.839817075,88743238.66666667,1676526.6666666667
Missouri,MO,62604,58663.4739252042,952648.0,391.0
Oklahoma,OK,81607,69294.0188804911,10269308.0,0.0
Pennsylvania,PA,243122,71523.5979361378,10745907.0,1338488.6666666667
Illinois,IL,77058,83165.1915606495,16300212.0,0.0
Georgia,GA,35215,49656.3903852655,7900712.0,218159.0
Virginia,VA,87411,92288.9786262276,7175897.0,9990.5
New York,NY,231244,195595.044745743,3152792.0,70626.0
Idaho,ID,64503,67580.3217758229,4178675.0,0.0
Kansas,KS,89463,66067.7547861646,3626502.1666666665,9661.166666666666
Wisconsin,WI,81049,103509.014292505,8006214.0,1889068.0
Massachusetts,MA,123156,148914.593604278,31782255.0,3783180.0
Wisconsin,WI,139045,97107.7940390105,8235948.5,63245.5
North Dakota,ND,104660,85792.0137212876,1656154.0,0.0
Louisiana,LA,85980,120392.84350288301,10012942.0,38231.0
New York,NY,149703,162371.85563115802,5364552.0,1032398.0
Indiana,IN,300000,88069.476411517,1638741.0,0.0
Missouri,MO,28453,39386.2614662842,553725.0,577.0
Mississippi,MS,80680,125787.53185829699,32466080.0,1564409.0
Montana,MT,88285,117640.69747992599,1907997131.0,12199241.0
Washington,WA,112872,144295.719602623,30324478.0,10207757.0
Texas,TX,100988,135151.15561772,5507096.0,0.0
Iowa,IA,250000,109343.373017519,5530013.5,84151.5
Puerto Rico,PR,21439,34757.4610437084,2074066.0,402.0
West Virginia,WV,8172,12025.277635443601,3111414.0,60914.0
Alaska,AK,120388,54316.378703608396,395024280.0,6304383.0
Illinois,IL,100932,52847.7990779071,5219635.0,49963.8
South Carolina,SC,300000,87420.45994755969,20944578.888888888,1042198.0
Tennessee,TN,300000,104969.205181385,4191749.0,0.0
New York,NY,250000,31161.2643081542,3601320.0,1229.0
Massachusetts,MA,210570,193618.59414802102,17729555.5,172831.0
Texas,TX,300000,74858.4042866932,8435641.0,16065.0
California,CA,98743,127991.186868511,9396959.0,23589.0
Louisiana,LA,141556,127504.54195687099,3966756.0,16946.0
North Carolina,NC,89020,24812.6501796469,7530634.0,90061.0
Texas,TX,300000,89162.8032289695,8665106.666666666,274849.3333333333
New York,NY,139887,83087.3133714883,4859133.0,0.0
Alaska,AK,91703,110680.42876552099,16630342.0,6166529.0
New Mexico,NM,112449,46186.392623619,20857771.0,0.0
Iowa,IA,74428,107759.03442901,4606516.0,0.0
Iowa,IA,300000,127218.36581725099,11151331.0,0.0
Texas,TX,134227,98804.66575776211,7581046.0,48310.0
Virginia,VA,171669,177591.29491474899,20326897.0,30220.0
Missouri,MO,300000,41830.784010598,15489592.75,650569.5
Alabama,AL,78439,84520.5664128753,21106061.5,55685.5
Pennsylvania,PA,85653,94128.1650508153,4177739.0,24046.0
Minnesota,MN,89008,115912.47780129699,17245949.0,1323426.0
Nebraska,NE,300000,90063.47768261381,784139.5,0.0
Texas,TX,82892,96608.08737058731,7152421.0,8855.0
North Carolina,NC,33926,25635.7448651327,3811019.0,0.0
California,CA,99795,125318.17543744699,17702800.0,0.0
Iowa,IA,88509,56188.9534000623,1257161.0,0.0
Kansas,KS,86033,47826.703289009805,4461347.5,229076.5
Utah,UT,119044,62675.1395080103,25440372.0,0.0
Illinois,IL,130414,145682.627470478,11615129.0,1206169.5
Oklahoma,OK,67735,125725.826230788,7070785.0,25848.0
Texas,TX,300000,25883.8458780173,3436426.5,0.0
New Mexico,NM,300000,50000.2537394616,7721816.4,0.0
Colorado,CO,39578,54103.6514503529,1044589.0,0.0
New Hampshire,NH,92744,84698.5857286911,11772350.0,20097.0
Alaska,AK,65091,57071.01837773481,78194354.0,18269155.0
California,CA,75509,62926.5342807366,71468371.0,212166.0
Arizona,AZ,300000,9519.41163532905,57772711.333333336,12420.333333333334
New York,NY,137942,139580.273424171,3779536.0,0.0
Pennsylvania,PA,80433,81371.2798878347,1571635.0,87617.0
Florida,FL,144729,160100.163406557,51313693.0,6400171.0
Florida,FL,120953,65679.11478349981,9340674.5,623299.5
Ohio,OH,76487,73158.0312246033,1504237.0,9648.0
Minnesota,MN,135085,156181.846049688,43884096.0,1771507.0
Wisconsin,WI,120810,61194.41932647071,35241705.0,470425.3333333333
Missouri,MO,77440,115429.44428894599,2972387.0,2233.0
Virginia,VA,300000,63648.7208602679,817490.0,2157.0
California,CA,165187,172589.689119227,9321677.0,1013.5
New York,NY,300000,214002.168282647,15402996.5,61716.5
Texas,TX,80092,70574.6256666385,729180.0,1857.0
Alabama,AL,300000,49341.996372404006,19690978.5,208367.0
Texas,TX,300000,36077.6809282896,16422277.0,51634878.0
Oklahoma,OK,90407,62845.9919736536,1702058.0,0.0
Wyoming,WY,120231,84578.5893587568,3397623.4,157784.0
California,CA,102172,86485.4288717722,9053673.5,0.0
New York,NY,86338,108426.98101273901,6861862.0,8312.0
Louisiana,LA,104942,98584.2890558956,6624718.5,287645.75
Ohio,OH,90299,85735.2453295695,720197.3333333334,101864.33333333333
California,CA,83127,112734.773002525,23548909.0,4911894.0
Pennsylvania,PA,92412,86791.1361706553,44258394.0,36143.0
North Carolina,NC,300000,59537.4238701157,21688418.0,57643.0
Texas,TX,74039,98779.7956782732,5677520.0,79982.0
Missouri,MO,81552,72281.7015976111,2993103.0,91848.0
Alaska,AK,62209,53051.7594002555,164453466.0,16778600.0
North Carolina,NC,136696,144088.699024204,7029208.0,9775.0
Minnesota,MN,176644,179590.469193566,22072435.0,2944159.0
Tennessee,TN,300000,92479.8677690302,31413092.833333332,877991.8333333334
Puerto Rico,PR,21940,59919.131322229296,40212018.0,6278454.0
Wisconsin,WI,82274,78180.42486166,2982685.0,11872.0
Illinois,IL,261322,82039.3024384547,950960.0,0.0
Kansas,KS,300000,63006.7141775282,708232.0,0.0
Wisconsin,WI,300000,59084.712962381105,10125467.0,55990.166666666664
Idaho,ID,76655,64883.318600815095,1072759.0,0.0
Arkansas,AR,93213,132403.763457154,18804294.0,92318.0
Kansas,KS,300000,24126.0075176569,1611221.0,0.0
Montana,MT,127539,177340.31588560698,30588388.5,11589.5
Alabama,AL,49775,23405.958309527003,9740655.0,33989.0
Washington,WA,300000,89332.9619585262,10286116.761904761,261943.7619047619
Kansas,KS,38099,37946.4351925719,1305138.0,0.0
Pennsylvania,PA,300000,67711.17075351429,148646.0,0.0
California,CA,64350,73924.2929476205,4931942.0,0.0
South Dakota,SD,70071,70106.8738891836,2446057.0,22408.0
Iowa,IL,84293,86596.8130702012,1909322.3333333333,0.0
Louisiana,LA,7586,10165.4058554938,1796901.0,36568.0
Nebraska,NE,178215,178810.525888266,19916867.666666668,2672965.6666666665
California,CA,275323,135108.155493638,12266655.0,27254.0
Texas,TX,111167,156934.237333366,6777723.0,51670.0
New Mexico,NM,300000,64267.686114984295,4494588.0,0.0
Puerto Rico,PR,11357,9921.450026751,1056763.0,714.5
California,CA,300000,66425.6575582276,10807117.5,0.0
New Mexico,NM,213570,187512.94959911102,4267608.0,0.0
New Mexico,NM,300000,67092.15659201679,17834712.0,0.0
New Mexico,NM,300000,59653.918253770804,12934599.25,98909.25
Illinois,IL,79341,100743.89898710001,3414682.0,0.0
West Virginia,WV,66056,71970.61943043741,1680888.0,0.0
Colorado,CO,128459,152697.036308532,100047257.0,1882996.0
New Jersey,NJ,82732,80732.2696428367,1795163.0,12133.0
New Jersey,NJ,123811,168197.351470811,963456.0,144136.0
Vermont,VT,72549,59396.641725930494,4374963.0,13555.0
North Carolina,NC,118471,93358.00022839,11013349.333333334,1056341.3333333333
Rhode Island,RI,282134,135314.986757031,7365732.0,60494.5
Virginia,VA,251468,227044.78090861603,5293864.0,69652.0
Virginia,VA,300000,216544.49707110602,22587933.333333332,285719.0
Minnesota,MN,61322,51692.67559646231,604426.0,0.0
Arkansas,AR,300000,71561.9896630179,9792830.5,39725.0
North Carolina,NC,244127,219894.064394249,62720177.5,501321.0
Washington,WA,300000,44690.536362603496,1724176.0,0.0
Wisconsin,WI,300000,97516.3980375252,8678558.4,103738.15
North Dakota,ND,88791,90515.75674696051,2553733.8333333335,5083.666666666667
Illinois,IL,91495,116753.518726865,2166435.0,0.0
Ohio,OH,80504,86557.1912211647,18862185.5,229885.5
West Virginia,WV,29077,55058.4591457675,3843915.5,217673.5
Oregon,OR,300000,7539.23475764205,1287576.0,0.0
Washington,WA,94287,120948.301171634,2675916.0,349938.0
Texas,TX,93720,136117.968408445,5320619.0,47365.0
Illinois,IL,74106,102660.729758997,2278268.0,0.0
Pennsylvania,PA,134629,163863.24079398802,5289727.5,2682.5
Washington,WA,300000,80764.2793968471,9961496.0,3292636.0
California,CA,122377,141893.765590294,67559825.0,108658.0
Pennsylvania,PA,300000,93179.4017261723,2515728.6666666665,8564.333333333334
West Virginia,WV,111583,93149.8028597015,58075632.666666664,1301413.5555555555
Massachusetts,MA,85889,86121.9860252582,11616758.0,362026.0
Virginia,VA,115363,73612.9723258121,5850317.666666667,1173.6666666666667
Missouri,MO,231458,79787.9645897086,69531768.85714285,759806.2857142857
North Carolina,NC,92454,75537.5994285902,1599311.0,24237.5
New Jersey,NJ,173659,173975.033511651,3354782.0,8469852.0
Alaska,AK,89487,30518.681907839302,1406574.0,7647125.0
Alabama,AL,76235,92890.4632801784,14515378.666666666,0.0
Ohio,OH,250000,99388.36221766961,2351495.6666666665,3682.5
California,CA,90251,121741.295312678,15835833.0,11735.0
Tennessee,TN,103089,56563.743829558895,3207035.0,751.0
Michigan,MI,65957,94989.70854695859,5872280.0,261089.0
Texas,TX,146817,60299.5903107809,2865298.3333333335,8322.333333333334
Washington,WA,187293,96324.15847860661,14173851.5,260697.3
Wisconsin,WI,88925,85170.9530970599,5489899.0,0.0
Minnesota,MN,94759,136507.75039342,1404284.0,7994.0
Montana,MT,116493,65503.0418275319,30092560.0,1503346.8
North Carolina,NC,29130,45714.3623957533,3825780.0,0.0
Colorado,CO,88397,118502.415536962,2784511.0,0.0
Oregon,OR,89392,95123.7538303254,2923041.0,0.0
Iowa,IA,83347,115747.024684003,2627290.0,0.0
West Virginia,WV,300000,88424.4969205107,79372136.54545455,1324070.0909090908
Georgia,GA,300000,85631.6029576702,15566138.0,37201.0
Texas,TX,300000,80364.2364273631,115713750.6,2821262.933333333
Alabama,AL,58862,15092.0863331447,19936288.0,526181.0
Missouri,MO,67738,73928.7006396568,1955478.0,2909.0
New Jersey,NJ,117502,142525.733555786,5709001.0,1422091.0
Pennsylvania,PA,113797,130925.38878370199,2334200.0,0.0
California,CA,60634,67361.11913486151,50302325.0,0.0
New Jersey,NJ,118648,147786.547780042,9013332.0,78517.0
Florida,FL,173733,180702.849541657,6863115.0,2217379.0
New York,NY,95946,88845.5843035265,7595533.0,306232.0
Texas,TX,260197,60208.0884721922,15190499.0,23725.0
Missouri,MO,80933,72997.1652239245,2238212.5,0.0
Illinois,IL,128827,131252.044416311,4109905.0,0.0
Iowa,IA,106094,131917.75949211,5508214.5,0.0
South Dakota,SD,300000,63482.789537624805,11553459.444444444,114050.33333333333
Ohio,OH,158930,168935.683457396,28825323.0,0.0
Louisiana,LA,70399,78192.9964604385,7664734.0,572693.0
Nebraska,NE,85057,94428.53707902551,1147825.0,0.0
Massachusetts,MA,126024,130581.251297906,3434708.0,162645.0
Texas,TX,300000,86807.0738430895,35444790.5,2156944.5
New Mexico,NM,266280,95603.7427755597,18317244.666666668,213391.66666666666
California,CA,114122,83161.9210433156,14411583.0,16231.5
Texas,TX,102062,128144.61840899,7087323.0,11461.0
Georgia,GA,52324,68276.807279013,5054906.0,0.0
North Carolina,NC,72542,85182.0658408679,4695318.0,0.0
Arizona,AZ,110104,93635.68423134029,20678842.0,0.0
Wyoming,WY,103700,129608.225337669,1308903.0,7279.0
Minnesota,MN,64844,91286.07552937859,5119038.0,157239.0
North Carolina,NC,138079,87374.903319548,16263622.0,206472.0
North Carolina,NC,94422,116640.499103915,452374.0,0.0
Alabama,AL,72563,141888.400209742,13620112.0,146518.0
Kansas,KS,300000,182849.898854237,10345230.0,22605.0
Pennsylvania,PA,300000,25647.9019798419,3974122.25,38140.5
Montana,MT,300000,155546.748840422,2596222.0,0.0
Nevada,NV,300000,10823.974094699399,2341544.0,7167.0
Oregon,OR,84371,43781.415209328705,8718584.666666666,0.0
Missouri,MO,224590,40434.353632340804,94815116.0,762580.0
North Carolina,NC,29223,60778.6611273219,1937408.0,0.0
Texas,TX,72669,94313.27847926461,23359593.0,61644.0
Arkansas,AR,57503,59877.632414520995,524457.0,0.0
Wisconsin,WI,300000,92563.60000559699,7617810.25,98866.75
New York,NY,94746,117267.807973406,5525556.5,243619.5
Mississippi,MS,53257,46655.6513956934,30028450.0,121110.0
Georgia,GA,101908,126690.564953744,15224321.0,75291.0
California,CA,90121,128261.275562565,4554487.0,0.0
Texas,TX,76464,111157.088967869,9063053.0,5205.0
New York,NY,300000,151723.880990201,3502208.0,138791.0
New York,NY,110291,118621.613734891,2153691.0,10232.0
Missouri,MO,160497,84203.01049449059,11979294.5,0.0
Wisconsin,WI,79602,128416.282333639,4544772.0,74133.0
South Dakota,SD,85499,93480.5265252274,2230939.25,57248.0
Maryland,MD,135302,98044.1727674911,11813168.909090908,138707.72727272726
South Carolina,SC,86777,97562.5446584415,9258751.0,50759.0
Nebraska,NE,279241,152323.653787021,1262582.5,0.0
Texas,TX,68406,35734.8272834265,8008005.0,769276.0
Wisconsin,WI,300000,89765.81701166199,8038339.285714285,73046.42857142857
Texas,TX,69720,71575.3021661783,3875355.0,0.0
Oregon,OR,112801,131597.330752257,1859757.0,0.0
North Carolina,NC,300000,202995.13981278398,12524235.333333334,28455.333333333332
Texas,TX,300000,81244.6612092445,13888857.5,245144.0
Arizona,AZ,85296,69090.2027188598,11400403.0,0.0
Maine,ME,79304,85615.34860009661,8223821.0,0.0
Wisconsin,WI,78573,99747.79228926971,11135120.5,109334.5
West Virginia,WV,111568,143334.244433482,8264080.5,196394.5
Kentucky,KY,54557,70529.4711223088,6807526.0,163149.0
Puerto Rico,PR,14834,35119.3333938507,1259722.0,0.0
North Carolina,NC,83240,24277.4394147218,2174600.0,80916.0
Kentucky,KY,300000,91255.0791102465,1251409.0,2480.3333333333335
Indiana,IN,159457,171486.340390275,48458886.0,0.0
New York,NY,72110,66087.9608124596,1087358.0,0.0
Texas,TX,73985,118047.90201195801,1304233.0,0.0
Missouri,MO,85227,73944.273444211,616330.0,0.0
Ohio,OH,95147,58003.4528938536,2846249.6,22637.2
Wisconsin,WI,94203,112421.740050573,2281428.0,0.0
Missouri,MO,98191,143581.265108702,13192399.0,408351.0
Oklahoma,OK,68438,62506.360344525194,1513322.0,10772.0
Iowa,IA,300000,91942.72845663529,2392026.5,0.0
Vermont,VT,84816,89771.799261301,10221889.0,83458.0
Minnesota,MN,68734,71457.0247119477,5428768.0,59446.0
Illinois,IL,300000,35592.9958729979,50739382.666666664,1222467.6666666667
Wisconsin,WI,70075,93671.11879902349,7454298.0,218280.0
Alaska,AK,174757,179948.50898156,48786920.0,6890236.0
Illinois,IL,49575,43677.9468573494,1597350.5,0.0
Michigan,MI,40959,51355.81914346,2479645.0,200885.0
California,CA,79820,70094.07053320401,56405452.0,66930.5
Illinois,IL,114242,121057.98949586,1044524.0,0.0
Oklahoma,OK,108798,145639.018141657,58924602.0,63673.0
Texas,TX,300000,50176.7073758992,12058536.0,166290.0
Nebraska,NE,75528,92702.8971913656,2427329.0,0.0
Pennsylvania,PA,84159,88389.9597390812,1341837.0,0.0
Arkansas,AR,14962,27230.5581824105,2607808.0,0.0
Illinois,IL,91536,113138.47829053199,21206291.0,1101278.0
Colorado,CO,106955,91324.696224105,5177372.0,20308.0
Ohio,OH,300000,98416.7542925037,3922446.0,0.0
Virginia,VA,300000,70826.62125172719,5554194.0,0.0
Louisiana,LA,69459,66892.3824597627,3452523.0,0.0
Nebraska,NE,49493,44091.1727834,1500517.0,0.0
Mississippi,MS,45861,37122.3280146775,2589970.0,0.0
Louisiana,LA,31079,53791.9102257297,2918084.0,0.0
Ohio,OH,69774,104709.901867411,12977637.5,85519.5
South Carolina,SC,66825,71231.9846717074,20240378.0,270006.0
South Dakota,SD,58287,57993.845745457,221032.0,0.0
Indiana,IN,300000,74858.4042866932,6039932.25,274492.25
Pennsylvania,PA,300000,95210.20678344039,6056410.833333333,392245.0
Louisiana,LA,176740,180500.979741935,39479191.28571428,849580.7142857143
Nebraska,NE,98101,75761.2400312484,4453105.25,42815.75
Washington,WA,166802,171614.633805243,15205144.5,18038.25
Minnesota,MN,66999,84111.8296167465,3798924.0,9249.0
Nevada,NV,300000,55477.881007903496,9464105.0,1035.0
Missouri,MO,91641,95226.5941171227,6488531.0,0.0
Minnesota,MN,66179,54263.1379992952,2529724.0,0.0
Arkansas,AR,66691,65017.6177109827,8157675.0,232348.0
Georgia,GA,55660,110179.09091763,2001892.0,4230.0
Tennessee,TN,250000,70910.6885136957,18896000.0,1980221.6666666667
Michigan,MI,71196,100212.43593655301,26330810.0,2691404.0
Florida,FL,249833,229969.852939223,1050731.5,386478.5
New Jersey,NJ,193137,185884.65856644,1524601.0,309080.0
Alabama,AL,250000,112772.623533399,34445086.5,470003.5
California,CA,87244,114566.06578028199,17041290.0,2129858.0
New York,NY,198748,189616.196845365,8515884.666666666,220990.66666666666
Mississippi,MS,124854,171719.591329097,7027169.0,0.0
Mississippi,MS,82757,115346.899462689,38051383.0,30901681.0
Ohio,OH,163174,170930.946708167,11825077.0,6444600.0
Puerto Rico,PR,19645,40755.9288645075,2868504.0,0.0
New Mexico,NM,300000,17997.4876913611,173769.0,0.0
North Carolina,NC,79525,34382.6785274854,6327695.5,157964.0
Colorado,CO,102102,139559.229128852,3733452.0,0.0
Texas,TX,124121,168044.97004239302,56246796.5,3549481.5
Kansas,KS,100133,84731.4786799852,1410780.0,0.0
North Dakota,ND,139167,156568.352205019,2694878.0,42371.0
New Jersey,NJ,172180,176369.462585158,2541379.0,3490316.0
Illinois,IL,108370,138639.894190136,18396785.0,0.0
Ohio,OH,200868,189847.52922070198,10405996.5,17316.5
Virginia,VA,113320,134514.004390548,14178048.0,33238.0
Ohio,OH,66939,66061.9912709273,1056491.0,149572.0
Utah,UT,92936,102359.71446234,30417241.0,0.0
Arkansas,AR,67872,84227.2090587461,4210767.0,0.0
Nevada,NV,171013,169166.534085793,450939235.0,73624.0
Kentucky,KY,46987,108094.9536733,5449844.0,24677.0
South Carolina,SC,105200,93625.6933094424,28944431.25,5508457.75
Texas,TX,129425,55631.192302481104,69465682.4,1561094.4
Utah,UT,300000,96807.5306876819,11150547.57142857,343479.5714285714
Pennsylvania,PA,65315,100633.815113505,5511415.0,576930.0
Michigan,MI,84049,121836.899305277,2665095.0,7260.0
Pennsylvania,PA,69335,103125.05645809,3507361.0,14888.0
Oregon,OR,133565,58387.6988486373,15321324.5,185318.75
Illinois,IL,103266,123370.618907495,1586765.0,0.0
Minnesota,MN,105381,76739.5936813704,27323288.0,1166022.0
West Virginia,WV,90655,122998.398718904,24603282.0,28272.0
Texas,TX,300000,96020.7946369034,7896141.857142857,27793.285714285714
New York,NY,143007,147442.897160585,2592995.0,0.0
New Jersey,NJ,255463,227104.28262477802,14817741.0,109899.0
Arkansas,AR,108895,123245.73556896801,4874714.0,0.0
Arkansas,AR,104343,153086.568562381,26172400.0,298498.0
Indiana,IN,74469,96410.5498084832,11382105.0,0.0
Illinois,IL,94205,120841.235219575,7561451.0,0.0
Kentucky,KY,300000,86631.2469919462,2958385.0,42802.5
Oklahoma,OK,60283,88558.54615956481,10914917.0,10085.0
Maryland,MD,150588,164072.668107083,24216964.5,105984.0
