,city,state_id,state_name,population,density
7994,Maple Heights-Lake Desire,WA,Washington,3641,344
7995,Shady Cove,OR,Oregon,3641,631
7996,Meridian,CO,Colorado,3640,1602
7997,Society Hill,NJ,New Jersey,3640,1017
7998,Wildwood Lake,TN,Tennessee,3639,116
7999,Heavener,OK,Oklahoma,3636,258
8000,Ponderosa Park,CO,Colorado,3636,96
8001,Westway,TX,Texas,3636,1222
8002,South Glens Falls,NY,New York,3634,1032
8003,Felton,CA,California,3633,308
8004,Blanding,UT,Utah,3633,106
8005,Camden,TN,Tennessee,3632,246
8006,Clearview,WA,Washington,3630,302
8007,Ringgold,GA,Georgia,3630,285
8008,Farmersville,TX,Texas,3630,345
8009,South Duxbury,MA,Massachusetts,3629,477
8010,Dell Rapids,SD,South Dakota,3628,658
8011,Lake Clarke Shores,FL,Florida,3627,1517
8012,Paoli,IN,Indiana,3627,374
8013,Duncan,SC,South Carolina,3626,260
8014,Bolivar,OH,Ohio,3626,546
8015,Fairbury,NE,Nebraska,3626,554
8016,Beloit,KS,Kansas,3625,357
8017,Waukon,IA,Iowa,3625,470
8018,Oakwood,OH,Ohio,3624,408
8019,Las Animas,CO,Colorado,3622,513
8020,Pajaro,CA,California,3620,1507
8021,New London,MN,Minnesota,3619,435
8022,Cedaredge,CO,Colorado,3616,451
8023,Manhasset Hills,NY,New York,3615,2360
8024,Northchase,NC,North Carolina,3614,811
8025,Pittsboro,IN,Indiana,3614,375
8026,Dover Base Housing,DE,Delaware,3614,1904
8027,Clayton,GA,Georgia,3613,249
8028,Dunean,SC,South Carolina,3613,887
8029,El Dorado Springs,MO,Missouri,3612,452
8030,Whitesboro,NY,New York,3612,1328
8031,Frackville,PA,Pennsylvania,3611,2344
8032,Century,FL,Florida,3610,221
8033,Tarpey Village,CA,California,3609,1753
8034,Mercer,PA,Pennsylvania,3608,628
8035,Northumberland,PA,Pennsylvania,3607,924
8036,Romeo,MI,Michigan,3606,687
8037,Brookville,NY,New York,3605,352
8038,Saluda,SC,South Carolina,3605,428
8039,Cayuga Heights,NY,New York,3604,787
8040,Kutztown University,PA,Pennsylvania,3604,3170
8041,Heber,CA,California,3604,938
8042,Moss Beach,CA,California,3604,620
8043,Zelienople,PA,Pennsylvania,3603,679
8044,Bonanza,GA,Georgia,3603,1326
8045,Delta,UT,Utah,3602,163
8046,Ridgecrest,FL,Florida,3602,2442
8047,Lake Cassidy,WA,Washington,3602,131
8048,Gooding,ID,Idaho,3600,876
8049,Palmyra,MO,Missouri,3599,475
8050,Lake of the Pines,CA,California,3599,929
8051,McCall,ID,Idaho,3597,153
8052,Gordon Heights,NY,New York,3596,814
8053,Ozark,AR,Arkansas,3595,178
8054,Scissors,TX,Texas,3594,870
8055,Narragansett Pier,RI,Rhode Island,3594,389
8056,Unicoi,TN,Tennessee,3594,85
8057,Combined Locks,WI,Wisconsin,3593,808
8058,Kimberly,AL,Alabama,3593,231
8059,Pine Lawn,MO,Missouri,3593,2255
8060,Loxahatchee Groves,FL,Florida,3593,110
8061,Goldstream,AK,Alaska,3592,16
8062,Southern Shops,SC,South Carolina,3592,389
8063,Elm Creek,TX,Texas,3590,490
8064,Newport,MN,Minnesota,3588,382
8065,North Baltimore,OH,Ohio,3588,554
8066,Peralta,NM,New Mexico,3584,311
8067,Omro,WI,Wisconsin,3583,567
8068,Woodbridge,CA,California,3582,458
8069,Saw Creek,PA,Pennsylvania,3582,434
8070,Stallion Springs,CA,California,3581,84
8071,Christiana,TN,Tennessee,3580,174
8072,Darien,GA,Georgia,3580,35
8073,O'Neill,NE,Nebraska,3579,579
8074,Orofino,ID,Idaho,3576,485
8075,Osceola,WI,Wisconsin,3576,242
8076,Golf Manor,OH,Ohio,3575,2395
8077,Thompsonville,PA,Pennsylvania,3574,666
8078,Sandia Heights,NM,New Mexico,3571,731
8079,Taylor Lake Village,TX,Texas,3571,1226
8080,Kitty Hawk,NC,North Carolina,3571,169
8081,Valley Grande,AL,Alabama,3570,41
8082,Volcano,HI,Hawaii,3570,25
8083,Hubbard,OR,Oregon,3570,1919
8084,Meiners Oaks,CA,California,3569,978
8085,Eveleth,MN,Minnesota,3569,218
8086,Greenhills,OH,Ohio,3567,1106
8087,Rineyville,KY,Kentucky,3565,301
8088,Dixmoor,IL,Illinois,3563,1101
8089,Lake Erie Beach,NY,New York,3562,359
8090,Riverwoods,IL,Illinois,3562,346
8091,Newtown Grant,PA,Pennsylvania,3562,1777
8092,Kelseyville,CA,California,3560,476
8093,Cambridge City,IN,Indiana,3560,669
8094,Canton,SD,South Dakota,3560,418
8095,Oglesby,IL,Illinois,3559,338
8096,Hainesville,IL,Illinois,3557,743
8097,Brittany Farms-The Highlands,PA,Pennsylvania,3557,1152
8098,Helena Valley Northeast,MT,Montana,3557,29
8099,Long Lake,IL,Illinois,3557,1360
8100,Northwest Harbor,NY,New York,3557,94
8101,Oxford,MI,Michigan,3556,1090
8102,Gallipolis,OH,Ohio,3556,381
8103,Pen Argyl,PA,Pennsylvania,3556,1022
8104,Oregon,IL,Illinois,3555,695
8105,Osage,IA,Iowa,3555,603
8106,Carey,OH,Ohio,3554,652
8107,Annandale,MN,Minnesota,3554,448
8108,Dublin,TX,Texas,3553,382
8109,Nowata,OK,Oklahoma,3552,408
8110,Camden,DE,Delaware,3551,364
8111,Vienna,GA,Georgia,3549,250
8112,Baltimore,OH,Ohio,3548,521
8113,Shadyside,OH,Ohio,3547,1355
8114,Mission Hills,KS,Kansas,3547,672
8115,Marlboro,NY,New York,3545,307
8116,Boiling Springs,PA,Pennsylvania,3545,554
8117,Knox,IN,Indiana,3545,349
8118,Frederick,OK,Oklahoma,3545,277
8119,Windermere,FL,Florida,3544,714
8120,Nanty-Glo,PA,Pennsylvania,3543,515
8121,Frontenac,MO,Missouri,3543,475
8122,Amberley,OH,Ohio,3543,392
8123,Mississippi State,MS,Mississippi,3542,584
8124,Sloan,NY,New York,3541,1752
8125,Centerville,TN,Tennessee,3540,127
8126,Breñas,PR,Puerto Rico,3538,1385
8127,Robins,IA,Iowa,3537,227
8128,Valhalla,NY,New York,3536,1659
8129,Willcox,AZ,Arizona,3533,221
8130,Lead,SD,South Dakota,3532,552
8131,Berwyn,PA,Pennsylvania,3531,731
8132,Momence,IL,Illinois,3530,761
8133,Mt. Pleasant,UT,Utah,3530,465
8134,Two Harbors,MN,Minnesota,3529,416
8135,Piggott,AR,Arkansas,3529,254
8136,Buzzards Bay,MA,Massachusetts,3528,711
8137,Morton,MS,Mississippi,3527,153
8138,Evergreen,AL,Alabama,3526,68
8139,Unadilla,GA,Georgia,3525,225
8140,Indianola,WA,Washington,3524,258
8141,Rockfish,NC,North Carolina,3523,274
8142,Lockeford,CA,California,3521,162
8143,Holden Heights,FL,Florida,3521,1325
8144,West Liberty,KY,Kentucky,3520,277
8145,Paw Paw Lake,MI,Michigan,3520,264
8146,Harrison,MI,Michigan,3519,215
8147,Golden Grove,SC,South Carolina,3519,235
8148,Mariemont,OH,Ohio,3518,1519
8149,Reliez Valley,CA,California,3518,575
8150,Southern Gateway,VA,Virginia,3517,422
8151,Gravette,AR,Arkansas,3516,88
8152,Teague,TX,Texas,3515,268
8153,Silver Creek,NY,New York,3514,817
8154,Brimfield,OH,Ohio,3513,341
8155,St. Johns,AZ,Arizona,3512,52
8156,La Conner,WA,Washington,3512,919
8157,Clayton,DE,Delaware,3508,709
8158,Wrightstown,WI,Wisconsin,3508,313
8159,Poteet,TX,Texas,3507,781
8160,Hanover,MN,Minnesota,3507,248
8161,Riverside,MO,Missouri,3505,245
8162,Goldendale,WA,Washington,3505,457
8163,Bloomer,WI,Wisconsin,3505,464
8164,Lyons,KS,Kansas,3504,523
8165,Seymour,WI,Wisconsin,3503,495
8166,Amity Gardens,PA,Pennsylvania,3503,1139
8167,Hot Springs,SD,South Dakota,3502,311
8168,Valley Springs,CA,California,3502,136
8169,Hanover,IN,Indiana,3502,608
8170,Nellis AFB,NV,Nevada,3501,470
8171,Zumbrota,MN,Minnesota,3501,494
8172,Vassar,MI,Michigan,3500,456
8173,Granite Hills,CA,California,3500,484
8174,Broken Bow,NE,Nebraska,3497,691
8175,Llano,TX,Texas,3497,256
8176,Moscow Mills,MO,Missouri,3496,427
8177,Emerald Lakes,PA,Pennsylvania,3495,456
8178,Lake Isabella,CA,California,3495,62
8179,Glen Raven,NC,North Carolina,3495,385
8180,Grasonville,MD,Maryland,3495,244
8181,Le Roy,IL,Illinois,3493,561
8182,East Prairie,MO,Missouri,3490,908
8183,Newaygo,MI,Michigan,3489,211
8184,St. James City,FL,Florida,3489,92
8185,Waller,TX,Texas,3488,612
8186,West Monroe,MI,Michigan,3488,1087
8187,Elkins,AR,Arkansas,3487,332
8188,Huntingtown,MD,Maryland,3486,166
8189,Lake Royale,NC,North Carolina,3485,206
8190,Sauk City,WI,Wisconsin,3485,873
8191,Myrtle Creek,OR,Oregon,3483,537
8192,Kane,PA,Pennsylvania,3483,848
8193,Vicksburg,MI,Michigan,3483,458
8194,Delshire,OH,Ohio,3483,1906
8195,Vivian,LA,Louisiana,3482,244
8196,Locust Valley,NY,New York,3481,1481
8197,Three Lakes,WA,Washington,3480,115
8198,Watkins Glen,NY,New York,3480,463
8199,Red Bud,IL,Illinois,3480,544
8200,Forsyth,IL,Illinois,3479,432
8201,Yuma,CO,Colorado,3479,433
8202,Raymond,MS,Mississippi,3476,272
8203,Balmville,NY,New York,3476,633
8204,Cienegas Terrace,TX,Texas,3476,420
8205,Carrollton,MO,Missouri,3476,321
8206,Alturas,FL,Florida,3475,24
8207,Pine Island,MN,Minnesota,3475,230
8208,Middleville,MI,Michigan,3475,582
8209,East Sandwich,MA,Massachusetts,3473,178
8210,Emerald Mountain,AL,Alabama,3472,83
8211,Brentwood,MD,Maryland,3471,3483
8212,Marlboro Meadows,MD,Maryland,3468,219
8213,Red Oak,NC,North Carolina,3468,68
8214,Pelham,GA,Georgia,3466,328
8215,Hicksville,OH,Ohio,3464,520
8216,Johnston City,IL,Illinois,3464,618
8217,Cedar Grove,FL,Florida,3464,508
8218,Hidden Meadows,CA,California,3462,202
8219,Wheatland,WY,Wyoming,3462,326
8220,Hanceville,AL,Alabama,3461,296
8221,Hodgenville,KY,Kentucky,3459,593
8222,Shannondale,WV,West Virginia,3459,158
8223,North Pembroke,MA,Massachusetts,3458,298
8224,Sunset,LA,Louisiana,3457,355
8225,Brodhead,WI,Wisconsin,3457,699
8226,Alexander,AR,Arkansas,3457,592
8227,Loyalhanna,PA,Pennsylvania,3456,566
8228,Malvern,PA,Pennsylvania,3455,1058
8229,Putnam Lake,NY,New York,3455,347
8230,McLendon-Chisholm,TX,Texas,3455,140
8231,Carlton,OR,Oregon,3454,957
8232,Elim,PA,Pennsylvania,3453,668
8233,Wilkesboro,NC,North Carolina,3453,212
8234,Cross Mountain,TX,Texas,3453,198
8235,Pawhuska,OK,Oklahoma,3452,362
8236,Doolittle,TX,Texas,3452,311
8237,Rollingwood,CA,California,3449,7849
8238,Gothenburg,NE,Nebraska,3448,371
8239,Hannahs Mill,GA,Georgia,3448,307
8240,Jasper,TN,Tennessee,3448,135
8241,Mineral Ridge,OH,Ohio,3448,432
8242,Heyburn,ID,Idaho,3447,509
8243,Oakhurst,CA,California,3446,221
8244,Clifton,TX,Texas,3446,650
8245,Moore Haven,FL,Florida,3446,654
8246,Highland Acres,DE,Delaware,3446,891
8247,Aguas Buenas,PR,Puerto Rico,3446,1378
8248,Mono Vista,CA,California,3446,469
8249,Aledo,IL,Illinois,3445,588
8250,Mount Orab,OH,Ohio,3444,137
8251,Piney Point Village,TX,Texas,3444,624
8252,Mobridge,SD,South Dakota,3444,678
8253,Dillonvale,OH,Ohio,3443,1489
8254,Kekaha,HI,Hawaii,3442,1325
8255,Oaklawn-Sunview,KS,Kansas,3441,2475
8256,Point Baker,FL,Florida,3441,200
8257,Lockland,OH,Ohio,3441,1089
8258,Rochester,PA,Pennsylvania,3440,2258
8259,Treasure Lake,PA,Pennsylvania,3439,124
8260,Cottonport,LA,Louisiana,3438,365
8261,Tierra Verde,FL,Florida,3437,1067
8262,Landmark,AR,Arkansas,3435,143
8263,Iowa,LA,Louisiana,3434,382
8264,Riverton,IL,Illinois,3434,574
8265,Canyon Creek,WA,Washington,3433,217
8266,Riverdale,CA,California,3433,337
8267,Hoosick Falls,NY,New York,3433,808
8268,San Miguel,CA,California,3433,1262
8269,Ross,OH,Ohio,3432,423
8270,Yadkinville,NC,North Carolina,3431,390
8271,La Vale,MD,Maryland,3429,496
8272,Gibson City,IL,Illinois,3429,537
8273,South Beach,FL,Florida,3429,486
8274,Dennis Port,MA,Massachusetts,3428,435
8275,Monte Sereno,CA,California,3427,806
8276,Houston,MS,Mississippi,3427,179
8277,Hobart,OK,Oklahoma,3427,407
8278,Ingenio,PR,Puerto Rico,3426,1731
8279,Montura,FL,Florida,3425,59
8280,Freeland,PA,Pennsylvania,3424,1965
8281,Smithville-Sanders,IN,Indiana,3424,123
8282,Germantown Hills,IL,Illinois,3423,807
8283,Paulding,OH,Ohio,3423,559
8284,Cape May,NJ,New Jersey,3422,534
8285,Harlem,GA,Georgia,3420,206
8286,Claxton,GA,Georgia,3418,489
8287,Cuthbert,GA,Georgia,3417,433
8288,Tutwiler,MS,Mississippi,3416,476
8289,Minoa,NY,New York,3415,971
8290,Oliver Springs,TN,Tennessee,3414,228
8291,Baldwin,GA,Georgia,3414,269
8292,Meadowbrook,CA,California,3414,196
8293,Hansville,WA,Washington,3413,124
8294,Leisure Village West,NJ,New Jersey,3412,1088
8295,High Bridge,NJ,New Jersey,3410,550
8296,Heflin,AL,Alabama,3409,81
8297,Campo,CA,California,3408,55
8298,Eagle Grove,IA,Iowa,3406,319
8299,New Hampton,IA,Iowa,3406,392
8300,Calcium,NY,New York,3405,235
8301,Lake Lakengren,OH,Ohio,3405,459
8302,La Center,WA,Washington,3404,533
8303,Woodlawn,OH,Ohio,3402,514
8304,Dunkirk,IN,Indiana,3402,740
8305,Marianna,AR,Arkansas,3402,363
8306,Concordia,NJ,New Jersey,3401,1268
8307,Richwood,LA,Louisiana,3399,520
8308,Newcastle,WY,Wyoming,3397,512
8309,Toa Alta,PR,Puerto Rico,3396,2091
8310,Haworth,NJ,New Jersey,3393,676
8311,Trinity,TX,Texas,3393,280
8312,South Dennis,MA,Massachusetts,3393,287
8313,Tolono,IL,Illinois,3392,635
8314,South Vacherie,LA,Louisiana,3392,255
8315,Ladonia,AL,Alabama,3391,417
8316,Tipton,MO,Missouri,3389,625
8317,Leavenworth,WA,Washington,3389,557
8318,Hominy,OK,Oklahoma,3388,656
8319,Tuckerton,NJ,New Jersey,3388,389
8320,Frontenac,KS,Kansas,3388,263
8321,Pantops,VA,Virginia,3388,611
8322,Nyssa,OR,Oregon,3387,793
8323,Vandenberg AFB,CA,California,3387,59
8324,Clyde Hill,WA,Washington,3386,1238
8325,Crosby,MN,Minnesota,3385,303
8326,Crisfield,MD,Maryland,3385,570
8327,Dewey,OK,Oklahoma,3384,457
8328,Flat Rock,NC,North Carolina,3383,161
8329,Old Mystic,CT,Connecticut,3383,306
8330,Karnes City,TX,Texas,3383,571
8331,Coronita,CA,California,3383,2182
8332,Sylvan Beach,NY,New York,3382,494
8333,Mountain View,HI,Hawaii,3381,23
8334,Keego Harbor,MI,Michigan,3381,2634
8335,McChord AFB,WA,Washington,3381,219
8336,Alma,GA,Georgia,3380,214
8337,Oakridge,OR,Oregon,3379,601
8338,Elizabethtown,NC,North Carolina,3378,280
8339,Cleves,OH,Ohio,3375,842
8340,Pine Hills,CA,California,3375,128
8341,Glasgow,MT,Montana,3374,913
8342,Waldron,AR,Arkansas,3374,228
8343,Windsor,NC,North Carolina,3373,462
8344,Grand Mound,WA,Washington,3373,331
8345,Churchville,NY,New York,3372,684
8346,Casa Conejo,CA,California,3372,2760
8347,Georgetown,IN,Indiana,3371,634
8348,Arcadia,SC,South Carolina,3370,663
8349,Skidway Lake,MI,Michigan,3369,115
8350,Mar-Mac,NC,North Carolina,3368,285
8351,Loyola,CA,California,3367,911
8352,Big Lake,TX,Texas,3367,544
8353,Shady Spring,WV,West Virginia,3366,213
8354,Paris,AR,Arkansas,3365,284
8355,North Yelm,WA,Washington,3365,389
8356,Jefferson,OR,Oregon,3364,1516
8357,Culloden,WV,West Virginia,3362,312
8358,Tiger Point,FL,Florida,3360,923
8359,Port Monmouth,NJ,New Jersey,3360,997
8360,Eastlawn Gardens,PA,Pennsylvania,3360,746
8361,Cactus,TX,Texas,3359,587
8362,Bethel,OH,Ohio,3358,760
8363,Burbank,WA,Washington,3358,98
8364,Manila,AR,Arkansas,3357,347
8365,Kennedy,CA,California,3356,1069
8366,Ahtanum,WA,Washington,3356,187
8367,Sleepy Eye,MN,Minnesota,3356,705
8368,Ely,MN,Minnesota,3355,443
8369,Nokomis,FL,Florida,3355,795
8370,Delmar,MD,Maryland,3354,766
8371,Mattapoisett Center,MA,Massachusetts,3354,262
8372,Hartford,SD,South Dakota,3354,487
8373,Experiment,GA,Georgia,3352,435
8374,Cornville,AZ,Arizona,3351,98
8375,Elma,WA,Washington,3351,507
8376,North Lakeport,CA,California,3351,336
8377,Houghton Lake,MI,Michigan,3350,220
8378,Loíza,PR,Puerto Rico,3349,2504
8379,Lincoln Heights,OH,Ohio,3349,1739
8380,Northlake,TX,Texas,3348,76
8381,Pixley,CA,California,3347,414
8382,Lake Placid,NY,New York,3347,663
8383,Howe,TX,Texas,3346,253
8384,Reno,TX,Texas,3346,314
8385,Shallowater,TX,Texas,3346,687
8386,Peshtigo,WI,Wisconsin,3345,428
8387,Oak Valley,NJ,New Jersey,3345,1851
8388,Manor,PA,Pennsylvania,3344,674
8389,Corunna,MI,Michigan,3344,406
8390,Crestview Hills,KY,Kentucky,3343,679
8391,Hollywood Park,TX,Texas,3342,892
8392,Mansfield,PA,Pennsylvania,3341,597
8393,Kinsey,AL,Alabama,3341,72
8394,Auburn,NE,Nebraska,3337,588
8395,Mayfield,OH,Ohio,3337,325
8396,Schnecksville,PA,Pennsylvania,3336,478
8397,Fairchild AFB,WA,Washington,3336,194
8398,Mackinaw,IL,Illinois,3335,613
8399,Dade City North,FL,Florida,3335,783
8400,Nicholls,GA,Georgia,3333,696
8401,Waterloo,WI,Wisconsin,3333,337
8402,Lake Holm,WA,Washington,3331,153
8403,Blennerhassett,WV,West Virginia,3330,258
8404,Kingwood,WV,West Virginia,3330,485
8405,Inwood,WV,West Virginia,3330,450
8406,Blackstone,VA,Virginia,3329,285
8407,Hardwick,GA,Georgia,3329,264
8408,Lake California,CA,California,3329,204
8409,Pottsgrove,PA,Pennsylvania,3328,464
8410,Sherwood,OH,Ohio,3328,1201
8411,Collinsville,CT,Connecticut,3328,410
8412,Pottsville,AR,Arkansas,3327,93
8413,Carthage,TN,Tennessee,3327,311
8414,Hemlock Farms,PA,Pennsylvania,3326,166
8415,Upland,PA,Pennsylvania,3326,1978
8416,Bajadero,PR,Puerto Rico,3326,684
8417,Bainbridge,OH,Ohio,3326,378
8418,Laurel Lake,NJ,New Jersey,3325,738
8419,Kamas,UT,Utah,3324,238
8420,Winchester,CA,California,3322,160
8421,Barron,WI,Wisconsin,3322,439
8422,Story City,IA,Iowa,3320,464
8423,Graniteville,SC,South Carolina,3320,387
8424,Desert Edge,CA,California,3319,565
8425,Sharpsburg,PA,Pennsylvania,3318,2676
8426,Cherryvale,SC,South Carolina,3318,708
8427,Chattahoochee Hills,GA,Georgia,3318,22
8428,Chandler,IN,Indiana,3318,472
8429,Ellsworth,WI,Wisconsin,3317,337
8430,Alamo,GA,Georgia,3317,653
8431,South Nyack,NY,New York,3316,2121
8432,Fulton,IL,Illinois,3315,547
8433,Port Ewen,NY,New York,3315,648
8434,Salem Heights,OH,Ohio,3314,786
8435,New Baden,IL,Illinois,3314,685
8436,Edcouch,TX,Texas,3313,1236
8437,Patillas,PR,Puerto Rico,3313,1123
8438,Chesnee,SC,South Carolina,3310,325
8439,Pleasant Gap,PA,Pennsylvania,3310,781
8440,Islandia,NY,New York,3309,577
8441,Etna,PA,Pennsylvania,3308,1748
8442,Waialua,HI,Hawaii,3308,582
8443,Ponce Inlet,FL,Florida,3308,284
8444,Lake Junaluska,NC,North Carolina,3307,239
8445,Taylor Creek,OH,Ohio,3307,151
8446,Wellsville,OH,Ohio,3306,708
8447,Stanhope,NJ,New Jersey,3306,694
8448,Greensboro,GA,Georgia,3304,189
8449,Goshen,CA,California,3304,717
8450,Moreland Hills,OH,Ohio,3303,178
8451,Manistique,MI,Michigan,3303,353
8452,Spring City,PA,Pennsylvania,3303,1661
8453,Santo Domingo,PR,Puerto Rico,3302,595
8454,Elma Center,NY,New York,3301,203
8455,Long Prairie,MN,Minnesota,3301,465
8456,Haviland,NY,New York,3300,331
8457,Winnsboro,TX,Texas,3299,340
8458,Shark River Hills,NJ,New Jersey,3299,1487
8459,Plainview,MN,Minnesota,3298,594
8460,Paloma Creek,TX,Texas,3298,2769
8461,Melbourne Beach,FL,Florida,3298,1289
8462,Balcones Heights,TX,Texas,3296,1958
8463,Haughton,LA,Louisiana,3296,221
8464,Grantville,GA,Georgia,3296,219
8465,El Verano,CA,California,3295,1111
8466,Cloverdale,VA,Virginia,3294,410
8467,Pretty Bayou,FL,Florida,3293,774
8468,Littleton Common,MA,Massachusetts,3293,359
8469,Hillsboro,MO,Missouri,3292,330
8470,Newbern,TN,Tennessee,3292,280
8471,Cuba,MO,Missouri,3292,398
8472,Pagedale,MO,Missouri,3291,1055
8473,Lindsborg,KS,Kansas,3290,698
8474,Orange,OH,Ohio,3290,333
8475,Carthage,NY,New York,3289,523
8476,Citrus City,TX,Texas,3288,621
8477,Springdale,PA,Pennsylvania,3288,1359
8478,Medina,WA,Washington,3288,884
8479,Blue Ridge,VA,Virginia,3288,208
8480,West Lake Hills,TX,Texas,3286,353
8481,Seacliff,CA,California,3286,1738
8482,Pendleton,SC,South Carolina,3285,275
8483,Ohioville,PA,Pennsylvania,3284,54
8484,West Point,NE,Nebraska,3283,458
8485,Lincoln Park,CO,Colorado,3283,334
8486,Lakeland,GA,Georgia,3282,410
8487,Mount Oliver,PA,Pennsylvania,3281,3731
8488,Ainaloa,HI,Hawaii,3279,641
8489,Tybee Island,GA,Georgia,3279,405
8490,Essexville,MI,Michigan,3278,977
8491,Pine Grove,PA,Pennsylvania,3277,750
8492,Lagrange,IN,Indiana,3277,597
8493,Sonterra,TX,Texas,3276,527
8494,Grand Point,LA,Louisiana,3275,294
8495,Summersville,WV,West Virginia,3274,281
8496,West End-Cobb Town,AL,Alabama,3274,306
8497,Dundee,OR,Oregon,3274,949
8498,Grand Saline,TX,Texas,3273,584
8499,Howards Grove,WI,Wisconsin,3272,567
8500,Esparto,CA,California,3272,274
8501,Jones Creek,TX,Texas,3271,318
8502,Montrose,NY,New York,3270,782
8503,White Pine,TN,Tennessee,3269,329
8504,Marysville,KS,Kansas,3269,275
8505,Hahnville,LA,Louisiana,3269,227
8506,Agua Dulce,TX,Texas,3268,161
8507,Baldwyn,MS,Mississippi,3268,108
8508,Mauriceville,TX,Texas,3267,149
8509,Blissfield,MI,Michigan,3266,568
8510,Crockett,CA,California,3265,1186
8511,Carrollton,OH,Ohio,3265,424
8512,North Wales,PA,Pennsylvania,3265,2146
8513,Somerville,TN,Tennessee,3264,92
8514,Rural Hall,NC,North Carolina,3264,442
8515,Hilliard,FL,Florida,3263,228
8516,Leisuretowne,NJ,New Jersey,3262,655
8517,Pomona,NY,New York,3262,525
8518,Denver,NC,North Carolina,3261,212
8519,Livingston,AL,Alabama,3260,176
8520,Sugar Creek,MO,Missouri,3260,119
8521,Lordstown,OH,Ohio,3258,54
8522,Cambrian Park,CA,California,3258,2061
8523,Philippi,WV,West Virginia,3257,444
8524,Spencer,NC,North Carolina,3257,409
8525,West Point,VA,Virginia,3257,248
8526,Chickamauga,GA,Georgia,3256,444
8527,Spearman,TX,Texas,3256,597
8528,West Wyomissing,PA,Pennsylvania,3255,1554
8529,Berwyn Heights,MD,Maryland,3255,1810
8530,Water Valley,MS,Mississippi,3255,179
8531,Newburgh,IN,Indiana,3252,845
8532,Myerstown,PA,Pennsylvania,3251,1465
8533,Nesquehoning,PA,Pennsylvania,3250,59
8534,North Shore,VA,Virginia,3249,91
8535,Bad Axe,MI,Michigan,3249,507
8536,Williams,AZ,Arizona,3248,28
8537,Annetta,TX,Texas,3248,334
8538,Cabán,PR,Puerto Rico,3248,2487
8539,Franklin,MI,Michigan,3246,470
8540,Dawsonville,GA,Georgia,3246,145
8541,Four Bridges,OH,Ohio,3246,571
8542,Kotzebue,AK,Alaska,3246,50
8543,Grangeville,ID,Idaho,3245,834
8544,Sleepy Hollow,IL,Illinois,3244,625
8545,Cottonwood,CA,California,3243,539
8546,Yerington,NV,Nevada,3241,42
8547,Uniontown,OH,Ohio,3241,501
8548,Moulton,AL,Alabama,3241,208
8549,Monmouth Beach,NJ,New Jersey,3239,1200
8550,Locust,NC,North Carolina,3238,153
8551,Tipton,CA,California,3238,1238
8552,Bay Pines,FL,Florida,3238,962
8553,Garnett,KS,Kansas,3235,405
8554,Kemmerer,WY,Wyoming,3235,136
8555,Vinton,LA,Louisiana,3234,244
8556,Greenbriar,FL,Florida,3234,2080
8557,Iowa Colony,TX,Texas,3233,172
8558,Hauula,HI,Hawaii,3233,1080
8559,Verona,MS,Mississippi,3232,339
8560,Wimberley,TX,Texas,3232,139
8561,Enochville,NC,North Carolina,3232,278
8562,Port Angeles East,WA,Washington,3231,330
8563,Russell,KY,Kentucky,3231,365
8564,Norris,TN,Tennessee,3229,74
8565,Eielson AFB,AK,Alaska,3229,41
8566,Silt,CO,Colorado,3228,744
8567,Wellsboro,PA,Pennsylvania,3227,254
8568,Welsh,LA,Louisiana,3227,197
8569,Bedford Hills,NY,New York,3225,1236
8570,Linwood,PA,Pennsylvania,3225,2432
8571,Wewoka,OK,Oklahoma,3224,258
8572,West Orange,TX,Texas,3223,365
8573,Tipton,IA,Iowa,3223,615
8574,Mount Morris,IL,Illinois,3222,691
8575,Sharpes,FL,Florida,3221,428
8576,Hinton,OK,Oklahoma,3219,396
8577,Port Hadlock-Irondale,WA,Washington,3219,185
8578,Rush City,MN,Minnesota,3218,291
8579,Canterwood,WA,Washington,3218,576
8580,Coquí,PR,Puerto Rico,3217,1339
8581,Pistakee Highlands,IL,Illinois,3217,959
8582,Watergate,FL,Florida,3216,3039
8583,East Dundee,IL,Illinois,3216,447
8584,Fairfield,TX,Texas,3214,204
8585,Coplay,PA,Pennsylvania,3214,2033
8586,Warm Springs,OR,Oregon,3213,29
8587,West Portsmouth,OH,Ohio,3213,263
8588,Three Rivers,OR,Oregon,3212,164
8589,Orchard City,CO,Colorado,3212,107
8590,New York Mills,NY,New York,3212,1050
8591,Warrior,AL,Alabama,3210,127
8592,Wanakah,NY,New York,3210,1029
8593,Holton,KS,Kansas,3208,462
8594,Lowesville,NC,North Carolina,3208,182
8595,Algona,WA,Washington,3208,958
8596,Louisiana,MO,Missouri,3207,395
8597,Steeleville,IL,Illinois,3206,487
8598,Wareham Center,MA,Massachusetts,3205,856
8599,Mingo Junction,OH,Ohio,3205,460
8600,Colfax,CA,California,3205,549
8601,Williston,FL,Florida,3205,158
8602,Central Park,WA,Washington,3205,351
8603,Cumberland,KY,Kentucky,3203,239
8604,Bandon,OR,Oregon,3202,438
8605,El Cerro,NM,New Mexico,3202,293
8606,Hoopa,CA,California,3201,60
8607,Millersburg,OH,Ohio,3200,488
8608,Cutchogue,NY,New York,3200,127
8609,Springdale,MD,Maryland,3199,1519
8610,Port Washington North,NY,New York,3199,2562
8611,Ingram,PA,Pennsylvania,3198,2850
8612,Lake Panasoffkee,FL,Florida,3197,311
